scenario,topology,tier_index,tier_name,mars_base_latency_s,blackout_duration_s,seed,pre_success,pre_total,during_success,during_total,post_success,post_total,transition_success,transition_total,phase_timeout_s,pre_window_s,post_window_s,temporally_scaled,avg_latency_s,first_post_blackout_s,earth_local_success,earth_local_total,mars_local_success,mars_local_total
with_repeater,full_coverage,0,mars,750.0,1800.0,40,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2114.804261,125.190485,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,40,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132546,61.100976,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,40,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131613,71.302687,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,40,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182989,73.759108,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,41,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3003.006560,,4208,4208,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,41,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131583,60.999305,4208,4208,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,41,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.129303,71.248907,4208,4208,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,41,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182754,73.825637,4208,4208,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,41,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2119.702063,127.171791,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,41,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131460,61.050422,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,41,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130773,71.280314,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,41,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.184713,73.823036,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,42,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3003.456720,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,42,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130672,61.053093,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,42,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130894,71.235038,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,42,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183400,73.817338,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,42,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2116.417163,130.195987,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,42,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131809,61.097808,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,42,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130194,71.238081,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,42,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.184104,73.811505,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,43,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3011.451200,,4208,4208,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,43,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131661,61.033668,4208,4208,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,43,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130848,71.320308,4208,4208,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,43,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183171,73.792269,4208,4208,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,43,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2119.901744,139.759100,4208,4208,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,43,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132289,61.057868,4208,4208,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,43,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131734,71.305975,4208,4208,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,43,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183310,73.780827,4208,4208,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,44,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3016.916688,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,44,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131490,61.082293,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,44,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131678,71.293937,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,44,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182204,73.764938,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,44,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2121.459078,144.963543,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,44,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132371,61.121354,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,44,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131336,71.306209,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,44,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183380,73.849853,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,45,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3013.003803,,4208,4208,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,45,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131847,61.104089,4208,4208,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,45,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131426,71.283695,4208,4208,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,45,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.184561,73.855076,4208,4208,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,45,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2125.460094,155.135428,4208,4208,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,45,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132925,61.093717,4208,4208,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,45,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131039,71.234495,4208,4208,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,45,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183395,73.829953,4208,4208,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,46,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3009.112307,,4208,4208,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,46,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131834,61.007556,4208,4208,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,46,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131215,71.266595,4208,4208,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,46,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182785,73.775136,4208,4208,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,46,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2112.433705,114.109053,4208,4208,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,46,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131965,61.059612,4208,4208,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,46,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130777,71.269884,4208,4208,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,46,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183817,73.801255,4208,4208,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,47,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3005.297953,,4208,4208,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,47,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130990,61.028352,4208,4208,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,47,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.133116,71.422574,4208,4208,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,47,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182163,73.781404,4208,4208,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,47,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2122.071917,139.290160,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,47,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130372,61.005663,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,47,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131662,71.365610,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,47,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.184205,73.818680,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,48,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3012.244694,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,48,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130705,60.953738,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,48,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131688,71.312617,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,48,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182830,73.763716,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,48,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2120.003784,142.648778,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,48,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130390,60.951755,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,48,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130709,71.285736,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,48,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182534,73.757583,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,49,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3009.906112,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,49,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131717,61.118583,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,49,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130923,71.276667,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,49,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183685,73.789987,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,49,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2119.303169,141.045498,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,49,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132600,61.125958,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,49,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131083,71.275739,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,49,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.184125,73.809814,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,50,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3004.918400,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,50,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132114,61.151332,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,50,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130870,71.299817,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,50,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183266,73.774858,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,50,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2119.453824,133.121377,4208,4208,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,50,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131914,61.104181,4208,4208,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,50,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130845,71.285863,4208,4208,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,50,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182641,73.773606,4208,4208,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,51,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3005.582738,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,51,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132907,61.102302,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,51,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131177,71.292826,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,51,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182939,73.849129,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,51,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2116.562630,120.796247,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,51,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132378,61.157924,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,51,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131737,71.343067,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,51,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.184130,73.811307,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,52,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3013.310181,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,52,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130786,61.049056,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,52,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131287,71.268906,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,52,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182385,73.744659,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,52,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2118.670149,132.895372,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,52,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131335,61.040146,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,52,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131932,71.303633,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,52,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183516,73.716844,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,53,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3006.931307,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,53,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130982,61.004598,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,53,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131574,71.323551,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,53,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182967,73.784662,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,53,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2119.581231,132.679479,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,53,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131420,61.042464,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,53,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131789,71.347081,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,53,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183427,73.757541,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,54,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3011.560732,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,54,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130107,61.040548,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,54,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131837,71.348520,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,54,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.181601,73.635810,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,54,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2116.545760,132.715999,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,54,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130721,60.978370,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,54,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131552,71.312712,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,54,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.180358,73.656501,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,55,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3009.892790,,4208,4208,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,55,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132620,61.116925,4208,4208,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,55,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.132017,71.375616,4208,4208,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,55,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183961,73.811023,4208,4208,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,55,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2114.293228,113.884798,4208,4208,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,55,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131864,61.132694,4208,4208,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,55,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.132094,71.349687,4208,4208,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,55,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182951,73.833930,4208,4208,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,56,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3012.001693,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,56,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131564,61.062790,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,56,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130882,71.254025,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,56,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182713,73.713747,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,56,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2121.196913,150.694564,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,56,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130834,61.024735,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,56,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131384,71.312767,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,56,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.181992,73.737181,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,57,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3005.982151,,4207,4207,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,57,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131234,61.013542,4207,4207,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,57,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130413,71.265955,4207,4207,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,57,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182416,73.756627,4207,4207,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,57,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2121.952972,136.999714,4208,4208,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,57,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131072,61.059615,4208,4208,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,57,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130906,71.253185,4208,4208,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,57,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183133,73.761768,4208,4208,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,58,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3012.132769,,4208,4208,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,58,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130386,60.975475,4208,4208,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,58,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130242,71.225473,4208,4208,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,58,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182936,73.773579,4208,4208,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,58,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2117.927617,127.396020,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,58,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130736,61.077957,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,58,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130042,71.200602,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,58,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182370,73.736289,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,59,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3015.943609,,4208,4208,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,59,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132213,61.068956,4208,4208,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,59,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131026,71.288914,4208,4208,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,59,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.183844,73.882919,4208,4208,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,59,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2121.663033,144.453973,4207,4207,4686,4686
with_repeater,full_coverage,1,moon,750.0,1800.0,59,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132491,61.074874,4207,4207,4686,4686
with_repeater,full_coverage,2,leo,750.0,1800.0,59,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.131050,71.334465,4207,4207,4686,4686
with_repeater,full_coverage,3,earth,750.0,1800.0,59,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.184057,73.903903,4207,4207,4686,4686
blackout_only,full_coverage,0,mars,750.0,1800.0,60,1,1,0,0,0,0,0,2,1887.500000,3775.000000,3895.000000,1,3012.629159,,4208,4208,4686,4686
blackout_only,full_coverage,1,moon,750.0,1800.0,60,31,31,14,14,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131821,61.077458,4208,4208,4686,4686
blackout_only,full_coverage,2,leo,750.0,1800.0,60,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.130102,71.229865,4208,4208,4686,4686
blackout_only,full_coverage,3,earth,750.0,1800.0,60,32,32,15,15,32,32,0,0,1887.500000,3775.000000,3895.000000,0,0.182422,73.738722,4208,4208,4686,4686
with_repeater,full_coverage,0,mars,750.0,1800.0,60,1,1,0,0,1,1,2,2,1887.500000,3775.000000,3895.000000,1,2118.467714,129.382003,4208,4208,4686,4686
