scenario,mars_base_latency_s,blackout_start_s,blackout_duration_s,sim_end_s,reconcile_interval_s,global_timeout_s,global_max_rounds,seed,earth_success,earth_total,mars_success,mars_total,global_pre_success,global_pre_total,global_during_success,global_during_total,global_post_success,global_post_total,first_success_after_blackout_s,avg_global_latency_s,earth_local_avg_latency_s,earth_local_p95_latency_s,mars_local_avg_latency_s,mars_local_p95_latency_s,global_phase1_responses_earth,global_phase1_responses_leo,global_phase1_responses_moon,global_phase1_responses_mars,global_phase2_responses_earth,global_phase2_responses_leo,global_phase2_responses_moon,global_phase2_responses_mars,network_src_sent_earth,network_src_sent_leo,network_src_sent_moon,network_src_sent_mars,network_src_avg_oneway_s_earth,network_src_avg_oneway_s_leo,network_src_avg_oneway_s_moon,network_src_avg_oneway_s_mars
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,88,1777,1777,1980,1980,5,5,3,3,26,26,61.661871,0.183131,0.251279,0.263968,0.021081,0.022595,126,23,21,47,170,34,34,93,36560,68,68,23952,1.060379,0.019567,1.280159,1.473574
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,3,3,26,26,61.661685,0.182207,0.250995,0.263764,0.021065,0.022590,119,25,12,36,170,34,34,81,36560,68,68,23934,0.943471,0.020203,1.279169,1.262644
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,3,3,26,26,61.653406,0.182067,0.251093,0.263341,0.021092,0.022614,129,27,14,46,170,34,34,93,36560,68,68,23952,1.061279,0.020181,1.279448,1.475564
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,40,1778,1778,1980,1980,5,5,8,8,21,21,62.625137,0.182841,0.250759,0.263651,0.021080,0.022725,130,24,24,26,170,34,34,66,36580,68,68,23904,0.788843,0.019480,1.279367,1.030298
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,40,1778,1778,1980,1980,5,5,8,8,21,21,62.561123,0.183027,0.250731,0.263505,0.021078,0.022723,128,27,19,49,170,34,34,93,36580,68,68,23952,1.103262,0.019720,1.281102,1.542392
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,8,8,21,21,62.590758,0.185924,0.251010,0.263664,0.021057,0.022596,125,28,18,35,170,34,34,66,36560,68,68,23904,0.791532,0.020045,1.279867,1.034338
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,8,8,21,21,62.566105,0.182593,0.250963,0.263655,0.021044,0.022606,119,24,23,48,170,34,34,93,36566,68,68,23952,1.105554,0.020040,1.280403,1.538498
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,8,8,21,21,62.548207,0.184348,0.251051,0.263776,0.021048,0.022611,111,25,19,39,170,34,34,66,36560,68,68,23904,0.794029,0.019924,1.280357,1.032462
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,8,8,21,21,62.562120,0.182034,0.250946,0.263106,0.021065,0.022701,130,25,22,44,170,34,34,93,36568,68,68,23952,1.109001,0.019436,1.279456,1.543566
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,43,1777,1777,1980,1980,5,5,8,8,21,21,62.575585,0.182442,0.250974,0.263044,0.021097,0.022630,131,30,27,33,170,34,34,66,36566,68,68,23904,0.790959,0.020216,1.279034,1.032771
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,43,1777,1777,1980,1980,5,5,8,8,21,21,62.568334,0.182572,0.250897,0.263543,0.021080,0.022726,125,24,17,45,170,34,34,93,36570,68,68,23952,1.104115,0.020481,1.279088,1.541685
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,8,8,21,21,62.566697,0.182778,0.251149,0.263494,0.021111,0.022753,131,20,15,35,170,34,34,66,36560,68,68,23904,0.790011,0.019954,1.279982,1.029192
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,8,8,21,21,62.549783,0.183653,0.251006,0.264098,0.021105,0.022687,122,22,17,45,170,34,34,93,36560,68,68,23952,1.100629,0.020287,1.279104,1.541877
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,8,8,21,21,62.524791,0.180993,0.250966,0.263773,0.021045,0.022658,121,24,18,34,170,34,34,66,36566,68,68,23904,0.790328,0.020048,1.280100,1.032281
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,8,8,21,21,62.570753,0.182996,0.251132,0.264503,0.021043,0.022639,130,29,20,46,170,34,34,93,36560,68,68,23952,1.104496,0.020216,1.279305,1.542244
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,46,1777,1777,1980,1980,5,5,8,8,21,21,62.489228,0.181696,0.250853,0.263676,0.021034,0.022727,126,29,18,30,170,34,34,66,36578,68,68,23904,0.790610,0.020454,1.279815,1.029818
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,46,1777,1777,1980,1980,5,5,8,8,21,21,62.566069,0.184075,0.250935,0.262974,0.021035,0.022608,133,26,22,45,170,34,34,93,36569,68,68,23952,1.104844,0.020223,1.280377,1.538347
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,47,1777,1777,1980,1980,5,5,8,8,21,21,62.616698,0.184974,0.250947,0.263722,0.021093,0.022648,126,24,21,33,170,34,34,66,36568,68,68,23904,0.790332,0.020316,1.280292,1.030952
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,47,1778,1778,1980,1980,5,5,8,8,21,21,62.550415,0.182606,0.250703,0.263358,0.021072,0.022679,128,23,25,53,170,34,34,93,36580,68,68,23952,1.103437,0.019812,1.280674,1.539235
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,8,8,21,21,62.524387,0.182405,0.251055,0.263795,0.021072,0.022608,117,22,16,37,170,34,34,66,36560,68,68,23904,0.790273,0.020525,1.278752,1.029910
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,8,8,21,21,62.530310,0.182176,0.251177,0.263926,0.021059,0.022647,130,32,21,57,170,34,34,93,36560,68,68,23952,1.104083,0.019632,1.279561,1.540069
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,49,1777,1777,1980,1980,5,5,8,8,21,21,62.601856,0.184333,0.250903,0.263504,0.021047,0.022661,123,25,19,32,170,34,34,66,36570,68,68,23904,0.789398,0.019786,1.280829,1.029050
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,49,1778,1778,1980,1980,5,5,8,8,21,21,62.549286,0.181699,0.250629,0.262968,0.021096,0.022656,125,25,17,52,170,34,34,93,36580,68,68,23952,1.105347,0.019764,1.279162,1.544518
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,8,8,21,21,62.572829,0.184049,0.250991,0.263377,0.021082,0.022775,126,26,20,38,170,34,34,66,36560,68,68,23904,0.791577,0.019858,1.280504,1.030283
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,8,8,21,21,62.566051,0.183665,0.251163,0.263531,0.021061,0.022679,133,28,23,47,170,34,34,93,36560,68,68,23952,1.106187,0.020045,1.280684,1.543260
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,8,8,21,21,62.544631,0.182889,0.251067,0.264480,0.021068,0.022733,126,27,19,33,170,34,34,66,36560,68,68,23904,0.791712,0.020603,1.280107,1.032617
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,8,8,21,21,62.591561,0.185686,0.251221,0.264540,0.021089,0.022704,117,29,18,55,170,34,34,93,36560,68,68,23952,1.106390,0.019898,1.280239,1.544858
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,52,1777,1777,1980,1980,5,5,8,8,21,21,62.621496,0.184646,0.250928,0.263549,0.021032,0.022583,127,24,19,37,170,34,34,66,36570,68,68,23904,0.792101,0.020613,1.281180,1.031496
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,52,1777,1777,1980,1980,5,5,8,8,21,21,62.574352,0.184521,0.251030,0.263337,0.021033,0.022652,135,26,23,55,170,34,34,93,36560,68,68,23952,1.107201,0.020039,1.281194,1.542256
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,53,1777,1777,1980,1980,5,5,8,8,21,21,62.615021,0.183629,0.250976,0.264121,0.021055,0.022710,125,27,15,30,170,34,34,66,36566,68,68,23904,0.790858,0.019734,1.279698,1.032232
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,53,1777,1777,1980,1980,5,5,8,8,21,21,62.539745,0.181218,0.250969,0.264052,0.021085,0.022680,117,23,18,53,170,34,34,93,36566,68,68,23952,1.102731,0.019899,1.279477,1.543510
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,54,1777,1777,1980,1980,5,5,8,8,21,21,62.556620,0.184289,0.251095,0.263971,0.021049,0.022619,126,21,20,37,170,34,34,66,36560,68,68,23904,0.789623,0.020333,1.279937,1.030667
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,54,1777,1777,1980,1980,5,5,8,8,21,21,62.578317,0.183960,0.251136,0.263925,0.021069,0.022652,123,20,20,42,170,34,34,93,36560,68,68,23952,1.107660,0.020030,1.279833,1.542577
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,55,1778,1778,1980,1980,5,5,8,8,21,21,62.553380,0.183686,0.250737,0.263155,0.021059,0.022647,119,24,23,33,170,34,34,66,36580,68,68,23904,0.790270,0.020528,1.279493,1.030891
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,55,1777,1777,1980,1980,5,5,8,8,21,21,62.557639,0.182254,0.250917,0.263491,0.021011,0.022601,126,27,18,45,170,34,34,93,36570,68,68,23952,1.105989,0.020016,1.280570,1.546740
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,8,8,21,21,62.589142,0.183296,0.251047,0.264151,0.021086,0.022695,126,26,20,26,170,34,34,66,36560,68,68,23904,0.790264,0.020465,1.278570,1.032508
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,8,8,21,21,62.567021,0.182517,0.251018,0.264160,0.021066,0.022668,124,24,23,50,170,34,34,93,36560,68,68,23952,1.108760,0.020079,1.279715,1.545562
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,57,1777,1777,1980,1980,5,5,8,8,21,21,62.506279,0.183794,0.251479,0.264183,0.021031,0.022539,128,27,19,29,170,34,34,66,36560,68,68,23904,0.792233,0.020194,1.279247,1.029514
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,57,1777,1777,1980,1980,5,5,8,8,21,21,62.530789,0.181202,0.251170,0.263632,0.021038,0.022534,123,26,17,41,170,34,34,93,36560,68,68,23952,1.103867,0.020375,1.280736,1.543490
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,8,8,21,21,62.521057,0.180667,0.251390,0.263977,0.021065,0.022710,117,26,25,30,170,34,34,66,36560,68,68,23904,0.791915,0.019356,1.278877,1.032642
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,8,8,21,21,62.550799,0.184838,0.251093,0.263826,0.021090,0.022748,113,29,20,41,170,34,34,93,36560,68,68,23952,1.106747,0.020336,1.278667,1.549074
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,59,1777,1777,1980,1980,5,5,8,8,21,21,62.542909,0.181821,0.251085,0.263748,0.021040,0.022700,126,26,17,32,170,34,34,66,36560,68,68,23904,0.791514,0.019392,1.281047,1.031899
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,59,1777,1777,1980,1980,5,5,8,8,21,21,62.520165,0.181469,0.251023,0.263686,0.021060,0.022664,127,31,20,35,170,34,34,93,36560,68,68,23952,1.107478,0.020299,1.280660,1.543579
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,8,8,21,21,62.636790,0.185168,0.251007,0.263269,0.021046,0.022654,125,23,17,40,170,34,34,66,36560,68,68,23904,0.789577,0.020118,1.279307,1.032132
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,8,8,21,21,62.562692,0.180383,0.251141,0.263440,0.021061,0.022677,121,23,21,47,170,34,34,93,36560,68,68,23952,1.104105,0.019540,1.280756,1.538644
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,8,8,21,21,62.609073,0.183784,0.251178,0.263341,0.021058,0.022565,135,27,23,36,170,34,34,66,36560,68,68,23904,0.790333,0.019639,1.279928,1.031738
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,8,8,21,21,62.598608,0.185326,0.250931,0.263299,0.021024,0.022602,130,22,18,42,170,34,34,93,36570,68,68,23952,1.104549,0.020743,1.280472,1.543332
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,8,8,21,21,62.579435,0.183177,0.251141,0.264230,0.021063,0.022671,126,29,25,36,170,34,34,66,36560,68,68,23904,0.790411,0.020274,1.280314,1.032985
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,8,8,21,21,62.531967,0.182098,0.251125,0.263569,0.021089,0.022684,126,26,21,50,170,34,34,93,36560,68,68,23952,1.103830,0.019989,1.281309,1.547441
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,63,1777,1777,1980,1980,5,5,8,8,21,21,62.570620,0.181843,0.250910,0.263634,0.021042,0.022637,123,27,23,28,170,34,34,66,36570,68,68,23904,0.789591,0.020331,1.278608,1.033306
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,63,1778,1778,1980,1980,5,5,8,8,21,21,62.586355,0.183962,0.250723,0.263416,0.021063,0.022668,129,26,25,47,170,34,34,93,36580,68,68,23952,1.103774,0.020076,1.279223,1.540267
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,64,1778,1778,1980,1980,5,5,8,8,21,21,62.590104,0.184227,0.250827,0.263124,0.021090,0.022686,126,26,23,38,170,34,34,66,36580,68,68,23904,0.788794,0.020069,1.280721,1.032543
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,64,1777,1777,1980,1980,5,5,8,8,21,21,62.569900,0.183050,0.250896,0.263467,0.021069,0.022609,123,22,17,52,170,34,34,93,36576,68,68,23952,1.101650,0.019780,1.280027,1.545257
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,65,1777,1777,1980,1980,5,5,8,8,21,21,62.579831,0.182516,0.250883,0.263519,0.021061,0.022671,123,25,18,35,170,34,34,66,36576,68,68,23904,0.789712,0.020020,1.280255,1.029984
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,65,1778,1778,1980,1980,5,5,8,8,21,21,62.585063,0.183717,0.250808,0.263615,0.021072,0.022589,115,27,18,53,170,34,34,93,36580,68,68,23952,1.103757,0.019783,1.280606,1.540748
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,66,1777,1777,1980,1980,5,5,8,8,21,21,62.567391,0.183013,0.250875,0.263404,0.021055,0.022632,125,23,13,35,170,34,34,66,36576,68,68,23904,0.789997,0.019857,1.279299,1.031671
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,66,1777,1777,1980,1980,5,5,8,8,21,21,62.553045,0.184195,0.250857,0.263175,0.021065,0.022658,129,25,20,55,170,34,34,93,36579,68,68,23952,1.104388,0.019801,1.280376,1.542165
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,67,1777,1777,1980,1980,5,5,8,8,21,21,62.560675,0.183168,0.251013,0.263158,0.021064,0.022724,132,23,22,25,170,34,34,66,36560,68,68,23904,0.792326,0.019889,1.279248,1.029330
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,67,1777,1777,1980,1980,5,5,8,8,21,21,62.543110,0.181694,0.250971,0.263594,0.021080,0.022621,124,29,23,46,170,34,34,93,36566,68,68,23952,1.106082,0.020324,1.280102,1.542885
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,68,1777,1777,1980,1980,5,5,8,8,21,21,62.613367,0.185434,0.250867,0.263377,0.021062,0.022656,134,31,22,30,170,34,34,66,36577,68,68,23904,0.790003,0.019959,1.280336,1.029909
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,68,1777,1777,1980,1980,5,5,8,8,21,21,62.535693,0.180850,0.250942,0.263801,0.021034,0.022682,124,27,20,51,170,34,34,93,36569,68,68,23952,1.106800,0.020311,1.279851,1.545136
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,69,1777,1777,1980,1980,5,5,8,8,21,21,62.612811,0.183444,0.250854,0.264033,0.021088,0.022666,129,27,21,38,170,34,34,66,36579,68,68,23904,0.790522,0.019933,1.279448,1.030965
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,69,1777,1777,1980,1980,5,5,8,8,21,21,62.592494,0.185144,0.251078,0.263848,0.021070,0.022616,133,19,16,50,170,34,34,93,36560,68,68,23952,1.108239,0.020382,1.279378,1.544389
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,70,1777,1777,1980,1980,5,5,8,8,21,21,62.627392,0.184291,0.250953,0.264325,0.021026,0.022659,121,25,23,26,170,34,34,66,36567,68,68,23904,0.790556,0.019454,1.279914,1.030958
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,70,1777,1777,1980,1980,5,5,8,8,21,21,62.596108,0.184597,0.250915,0.263330,0.021049,0.022637,123,25,21,45,170,34,34,93,36570,68,68,23952,1.106108,0.020494,1.280346,1.545875
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,8,8,21,21,62.580424,0.184068,0.251219,0.264025,0.021041,0.022578,128,25,21,30,170,34,34,66,36560,68,68,23904,0.790140,0.020230,1.280418,1.031997
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,8,8,21,21,62.589919,0.183557,0.251170,0.263688,0.021056,0.022645,124,28,24,46,170,34,34,93,36560,68,68,23952,1.104942,0.019265,1.279153,1.546009
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,72,1777,1777,1980,1980,5,5,8,8,21,21,62.514217,0.182065,0.250890,0.263832,0.021103,0.022627,117,23,19,25,170,34,34,66,36576,68,68,23904,0.792274,0.020743,1.279231,1.031352
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,72,1777,1777,1980,1980,5,5,8,8,21,21,62.582571,0.184909,0.251017,0.263410,0.021076,0.022590,121,22,21,45,170,34,34,93,36560,68,68,23952,1.104965,0.019978,1.279699,1.545789
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,73,1778,1778,1980,1980,5,5,8,8,21,21,62.559128,0.183295,0.250800,0.263267,0.021031,0.022717,122,27,20,37,170,34,34,66,36580,68,68,23904,0.791855,0.020089,1.280403,1.031204
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,73,1777,1777,1980,1980,5,5,8,8,21,21,62.555231,0.183437,0.250903,0.263332,0.021062,0.022679,121,27,20,43,170,34,34,93,36570,68,68,23952,1.105101,0.020546,1.278419,1.539757
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,74,1777,1777,1980,1980,5,5,8,8,21,21,62.557532,0.184209,0.251214,0.264341,0.021092,0.022698,127,29,20,32,170,34,34,66,36560,68,68,23904,0.792065,0.019918,1.279751,1.030279
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,74,1777,1777,1980,1980,5,5,8,8,21,21,62.559459,0.183154,0.251142,0.264063,0.021094,0.022670,118,23,16,52,170,34,34,93,36560,68,68,23952,1.104638,0.019382,1.280070,1.538517
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,75,1777,1777,1980,1980,5,5,8,8,21,21,62.547497,0.182916,0.251030,0.263867,0.021048,0.022546,122,21,22,42,170,34,34,66,36560,68,68,23904,0.789383,0.020359,1.279869,1.029708
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,75,1777,1777,1980,1980,5,5,8,8,21,21,62.577058,0.181071,0.250859,0.263081,0.021045,0.022614,127,22,21,43,170,34,34,93,36578,68,68,23952,1.102780,0.019912,1.280317,1.544641
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,8,8,21,21,62.591440,0.182688,0.251111,0.263741,0.021071,0.022678,134,30,16,32,170,34,34,66,36560,68,68,23904,0.793421,0.019895,1.278670,1.028139
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,8,8,21,21,62.572301,0.184972,0.250883,0.263894,0.021100,0.022717,142,23,20,53,170,34,34,93,36576,68,68,23952,1.101715,0.020161,1.280308,1.543828
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,77,1777,1777,1980,1980,5,5,8,8,21,21,62.570436,0.181380,0.251002,0.264186,0.021128,0.022678,116,24,18,32,170,34,34,66,36560,68,68,23904,0.790951,0.019350,1.279877,1.032267
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,77,1777,1777,1980,1980,5,5,8,8,21,21,62.627084,0.185088,0.250997,0.263827,0.021099,0.022736,125,21,22,46,170,34,34,93,36560,68,68,23952,1.104461,0.019412,1.281171,1.544497
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,78,1777,1777,1980,1980,5,5,8,8,21,21,62.591716,0.184225,0.251285,0.263586,0.021076,0.022605,122,25,25,30,170,34,34,66,36560,68,68,23904,0.791031,0.020384,1.279290,1.031004
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,78,1777,1777,1980,1980,5,5,8,8,21,21,62.611766,0.186171,0.251260,0.263981,0.021092,0.022649,128,22,23,50,170,34,34,93,36560,68,68,23952,1.106317,0.020224,1.279416,1.541012
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,8,8,21,21,62.517516,0.183832,0.251222,0.264738,0.021051,0.022603,126,24,20,28,170,34,34,66,36560,68,68,23904,0.791373,0.019630,1.279964,1.033820
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,8,8,21,21,62.490156,0.179578,0.251455,0.263948,0.021056,0.022653,110,27,18,45,170,34,34,93,36560,68,68,23952,1.103507,0.019674,1.280770,1.544556
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,80,1777,1777,1980,1980,5,5,8,8,21,21,62.536131,0.182076,0.251011,0.263310,0.021056,0.022714,132,25,21,33,170,34,34,66,36560,68,68,23904,0.790370,0.020735,1.279787,1.029923
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,80,1778,1778,1980,1980,5,5,8,8,21,21,62.536220,0.183647,0.250786,0.263296,0.021069,0.022650,129,24,27,51,170,34,34,93,36580,68,68,23952,1.105390,0.020538,1.280404,1.541706
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,81,1778,1778,1980,1980,5,5,8,8,21,21,62.549551,0.182656,0.250775,0.263780,0.021091,0.022711,125,24,21,37,170,34,34,66,36580,68,68,23904,0.790155,0.019894,1.280853,1.032084
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,81,1777,1777,1980,1980,5,5,8,8,21,21,62.542023,0.181369,0.251215,0.264831,0.021086,0.022697,133,27,20,49,170,34,34,93,36560,68,68,23952,1.106636,0.020216,1.280555,1.547712
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,82,1777,1777,1980,1980,5,5,8,8,21,21,62.557586,0.183918,0.250980,0.263600,0.021044,0.022624,122,27,25,34,170,34,34,66,36566,68,68,23904,0.788741,0.019639,1.280494,1.032438
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,82,1777,1777,1980,1980,5,5,8,8,21,21,62.592987,0.182863,0.251149,0.264300,0.021039,0.022719,128,17,22,43,170,34,34,93,36560,68,68,23952,1.104899,0.019829,1.280753,1.546510
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,83,1777,1777,1980,1980,5,5,8,8,21,21,62.548144,0.184277,0.250896,0.264173,0.021079,0.022678,130,27,20,33,170,34,34,66,36576,68,68,23904,0.789448,0.019938,1.279760,1.030117
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,83,1778,1778,1980,1980,5,5,8,8,21,21,62.573454,0.184541,0.250586,0.263527,0.021083,0.022714,130,29,23,47,170,34,34,93,36580,68,68,23952,1.105570,0.019310,1.279668,1.542893
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,8,8,21,21,62.615830,0.183923,0.251241,0.264289,0.021100,0.022715,124,21,20,29,170,34,34,66,36560,68,68,23904,0.789075,0.020240,1.280068,1.032624
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,8,8,21,21,62.541100,0.182741,0.251032,0.263590,0.021108,0.022711,127,25,24,55,170,34,34,93,36560,68,68,23952,1.105289,0.020664,1.279777,1.546692
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,8,8,21,21,62.538794,0.183688,0.250891,0.263452,0.021060,0.022657,133,27,21,26,170,34,34,66,36576,68,68,23904,0.790713,0.019687,1.279640,1.031754
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,8,8,21,21,62.531264,0.182555,0.250965,0.263574,0.021071,0.022638,135,26,22,37,170,34,34,93,36566,68,68,23952,1.104219,0.019765,1.279064,1.548137
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,8,8,21,21,62.608905,0.183026,0.251207,0.264145,0.021063,0.022594,133,19,22,28,170,34,34,66,36560,68,68,23904,0.791836,0.019534,1.281169,1.028923
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,8,8,21,21,62.573132,0.183452,0.251025,0.264531,0.021067,0.022609,120,26,20,47,170,34,34,93,36560,68,68,23952,1.106412,0.019503,1.280215,1.544355
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,87,1777,1777,1980,1980,5,5,8,8,21,21,62.619533,0.182996,0.251005,0.263325,0.021090,0.022637,123,24,23,32,170,34,34,66,36560,68,68,23904,0.791741,0.019585,1.279529,1.029456
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,87,1777,1777,1980,1980,5,5,8,8,21,21,62.558093,0.184627,0.250900,0.263323,0.021037,0.022598,137,23,23,49,170,34,34,93,36576,68,68,23952,1.103121,0.020004,1.280965,1.548396
